CLUE,CLAVE JUR,NOMBRE DE LA UNIDAD INTERNA EN NÓMINA,ESTATUS DE OPERACIÓN,,,,NIVEL DE ATENCIÓN,,
CSSSA005925,10,CASA DE SALUD CRUZ DE PIEDRA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005942,10,CENTRO DE SALUD RURAL 1 NB EL LETRERO SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005971,10,CASA DE SALUD SAN LUCAS SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005995,10,CASA DE SALUD VEGA DEL ROSARIO SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006036,10,CASA DE SALUD LA SOLEDAD SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006041,10,CASA DE SALUD VILLA HERMOSA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006053,10,CASA DE SALUD LA LAGUNA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006065,10,CASA DE SALUD SAN FRANCISCO SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006082,10,CASA DE SALUD LOS CIPRESES SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005901,10,CENTRO DE SALUD CON HOSPITALIZACION SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017504,10,HOSPITAL BASICO COMUNITARIO DEL PORVENIR,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA003731,10,UNIDAD MOVIL CABAÑAS MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005954,10,UNIDAD MOVIL EL MATAZANOS SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006024,10,UNIDAD MOVIL NUEVA ARGENTINA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012865,10,CENTRO JURISDICCIONAL DE VACUNOLOGIA Y CAPACITACION PARA LA SALUD DEL NIÑO,EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
